source_id,label,color_slope_early,color_slope_late,color_asymmetry,color_range,color_flux_corr,color_flux_corr_pval,dust_lag_proxy,is_turnon_color_signal,is_turnoff_color_signal,n_epochs
4FGL J1123.1-3233,blazar,-0.1112443515696967,0.16505069975079423,-0.6740010901962952,1.5749999,-0.5319637713083716,4.293548552539924e-06,5.369903875008762,0,0,66
5BZQ J0522-0725,blazar,0.05008124664070059,-0.0169621994548156,-2.9525207962628004,1.2469997999999993,-0.8381682738291182,1.1399158936971363e-56,4.5308460690617345,0,0,210
5BZQ J2005-1822,blazar,-0.06507384348739235,0.10339986881908413,-0.6293416445358383,0.6829996000000005,-0.6636091242224903,2.1618462498685548e-20,5.494420617585217,0,0,150
5BZQ J2202-2335,blazar,-0.2640303660327107,-0.11708772826587072,2.2549789798054483,1.7939997000000023,-0.13984649156470877,0.0934145971924609,0.39996043040657053,0,0,145
5BZQ J2323-0317,blazar,-0.016475911458112228,-0.18048809626430568,0.0912853080016147,0.5669994000000003,-0.3494236589487475,9.596901670993365e-08,0.999875398206709,0,0,221
5BZQ J1001+1015,blazar,-0.10050835152883233,0.022942859321281702,-4.380811917179007,1.2670002,-0.5844640105662637,2.459677955664705e-18,0.5471601873656393,0,1,185
5BZQ J2124-6028,blazar,-0.04405382759579083,-0.02461408857610355,1.7897809809037675,0.506000499999999,-0.6502893329487173,4.139397410532598e-27,-0.7499739964353179,0,0,214
5BZB J0509-2514,blazar,-0.21422172334922418,-0.0908653307198859,2.357573803474219,2.2049999999999983,-0.5415010275679686,2.024293539084837e-11,3.9803301874113615,0,0,132
5BZQ J2040-2507,blazar,-0.11506023789849266,0.17186437871439236,-0.6694827558752128,1.161000200000002,-0.3135277325151827,0.00041375027428966027,-4.744830025066393,0,0,123
5BZB J0805+7534,blazar,0.06613977927179075,-0.03372883205916635,-1.9609270536189884,2.8470001000000007,0.23389498318513036,3.938318012692198e-06,0.09972124300232714,0,0,381
4FGL J1310.7-5553,blazar,,,,1.1269998999999995,-0.25464243961689337,0.0743264399746437,-3.3995482595794613,0,0,50
5BZB J2223+0102,blazar,0.03101135565236567,-0.10628788761540119,-0.2917675414208919,1.508999799999998,0.003913354457477581,0.9581856797854824,1.8981964661705664,0,0,182
5BZQ J0723+2859,blazar,0.02476886174825259,-0.24054684949156552,-0.10296897174336545,1.4330006000000015,-0.25736201784309126,0.041722039742683466,2.438690254111156,0,0,63
5BZB J2347+5142,blazar,-0.057647577785457496,-0.0040753247561876,10.0,0.44099999999999895,0.11767260922146416,0.09786872891043664,0.21039433020068446,0,0,199
5BZB J1809+2910,blazar,-0.06691146768553768,-0.020598260079127205,3.2484038665644848,0.6539993000000024,0.25004169583719493,4.71387109522219e-06,-1.5503218349724852,0,0,327
5BZQ J0904-2552,blazar,0.018311456660398077,-0.022456875054943537,-0.8154053765538091,1.249000500000001,-0.7216425200883819,3.3015395729844675e-31,1.9398684844940448,0,0,186
5BZQ J0624+3856,blazar,0.012910160568875785,-0.16590107389012354,-0.07781842676573751,3.522999800000001,-0.2569893758012378,0.023127811623434434,0.8455506874131411,0,0,78
5BZQ J2245+0500,blazar,0.09993913017067618,-0.15975987316088378,-0.6255583970702955,1.3329992000000015,-0.19171175526435752,0.007106509675559785,1.7497885911457929,0,0,196
